sub,cat,lag,interrupt,inf_onset,inf_offset,cgtype,cg_onset,cg_offset,month
101,V,0.7668669999999906,1.0,111.84,112.025,[baby name],111.744815,112.606867,Five
101,V,4.709562000000005,1.0,152.589,152.731,Fun in there huh it is still like the star the star is like on your crib blanket huh your stroller blanket,148.449544,157.298562,Five
101,V,,0.0,161.036,161.547,,,,Five
101,V,3.904521999999986,1.0,162.887,163.192,Well now you are stuck you are stuck so now you are going to start talking huh,162.595509,166.791522,Five
101,V,,0.0,170.932,171.435,,,,Five
101,V,5.776229999999998,1.0,171.9,172.502,Well what do you think what what come on tell me,171.662637,177.67623,Five
101,V,4.609229999999997,1.0,173.067,174.187,Well what do you think what what come on tell me,171.662637,177.67623,Five
101,V,0.7082300000000146,1.0,176.968,177.578,Well what do you think what what come on tell me,171.662637,177.67623,Five
101,V,,0.0,186.62,187.053,,,,Five
101,V,11.316437000000008,1.0,188.285,188.831,Do you want to come up do you want to come up go ahead good girl oh a bug there is a bug,188.041628,199.601437,Five
101,V,,0.0,469.946,470.343,,,,Five
101,V,,0.0,471.208,471.449,,,,Five
101,VCV,0.7337340000000268,1.0,493.056,493.666,yeah you threw up on there we are almost done though,491.276281,493.789734,Five
101,V,,0.0,496.312,497.369,,,,Five
101,V,,0.0,559.296,559.473,,,,Five
101,V,,0.0,563.063,563.283,,,,Five
101,VC,3.510029999999915,1.0,568.768,569.626, Oh yeah you spit up and the diaper bag is out there huh [sound effects,564.664966,572.27803,Five
101,V,2.020029999999906,1.0,570.258,570.697, Oh yeah you spit up and the diaper bag is out there huh [sound effects,564.664966,572.27803,Five
101,V,,0.0,573.286,574.137,,,,Five
101,VCVC,,0.0,600.796,603.134,,,,Five
101,V,0.894467000000077,1.0,606.655,607.101,Huh tell me tell me about it what say goes on,602.854918,607.549467,Five
101,V,,0.0,608.701,609.573,,,,Five
101,VCV,,0.0,610.202,611.244,,,,Five
101,V,3.1506630000000087,1.0,613.414,614.463,[laughs] [kisses] there we go,611.870114,616.564663,Five
101,VCVC,,0.0,622.611,624.375,,,,Five
101,V,,0.0,624.856,625.948,,,,Five
101,V,,0.0,626.288,627.09,,,,Five
101,VCV,,0.0,634.721,635.807,,,,Five
101,VCV,,0.0,636.158,636.69,,,,Five
101,V,,0.0,644.891,645.813,,,,Five
101,VCV,,0.0,651.763,652.621,,,,Five
101,V,,0.0,657.29,657.489,,,,Five
101,V,,0.0,658.373,658.529,,,,Five
101,V,,0.0,659.26,659.48,,,,Five
101,V,,0.0,659.848,660.621,,,,Five
101,V,2.790010000000052,1.0,661.281,661.586,[animal noises,660.944773,664.07101,Five
101,V,0.9720099999999547,1.0,663.099,663.283,[animal noises,660.944773,664.07101,Five
101,VCVC,,0.0,664.466,666.048,,,,Five
101,CV,6.4218740000000025,1.0,671.12,671.459,[recasting] can you say [recasting] can you say [recasting] yeah uh huh ohhh you want that microphone that mama is wearing huh,666.667553,677.541874,Five
101,VCVC,5.686873999999989,1.0,671.855,673.004,[recasting] can you say [recasting] can you say [recasting] yeah uh huh ohhh you want that microphone that mama is wearing huh,666.667553,677.541874,Five
101,V,0.8118739999999889,1.0,676.73,676.993,[recasting] can you say [recasting] can you say [recasting] yeah uh huh ohhh you want that microphone that mama is wearing huh,666.667553,677.541874,Five
101,V,,0.0,677.559,678.403,,,,Five
101,V,,0.0,678.874,679.079,,,,Five
101,V,,0.0,681.291,681.816,,,,Five
101,V,1.542312000000038,1.0,683.031,683.301,You are all right you are all right,682.039086,684.573312,Five
101,V,,0.0,698.622,698.856,,,,Five
101,V,,0.0,724.686,724.983,,,,Five
101,V,,0.0,737.054,737.827,,,,Five
101,V,,0.0,738.362,738.866,,,,Five
101,V,,0.0,739.521,740.585,,,,Five
101,V,2.6469749999999976,1.0,763.894,764.124,[laughs] not interested,762.448823,766.540975,Five
101,V,3.322979000000032,1.0,774.03,774.186,[sound effects],772.57534,777.352979,Five
101,VCV,,0.0,780.318,781.194,,,,Five
101,VCV,5.525698000000034,1.0,783.304,783.764,what [imitates baby] [recasting],781.725557,788.829698,Five
101,V,,0.0,794.03,794.738,,,,Five
101,V,,0.0,797.638,797.8,,,,Five
101,V,,0.0,798.376,799.65,,,,Five
101,V,,0.0,800.063,800.695,,,,Five
101,V,,0.0,828.991,831.165,,,,Five
101,CVCV,,0.0,832.212,833.113,,,,Five
101,V,,0.0,836.698,836.934,,,,Five
101,V,4.14493200000004,1.0,846.846,847.262,[laughs] here you go you are going to record your new favorite sound huh that is what you were doing all night 3:30 am,842.671609,850.990932,Five
101,V,1.7059320000000753,1.0,849.285,849.527,[laughs] here you go you are going to record your new favorite sound huh that is what you were doing all night 3:30 am,842.671609,850.990932,Five
101,V,,0.0,855.484,855.682,,,,Five
101,V,,0.0,856.204,857.185,,,,Five
101,V,0.08766700000001038,1.0,857.862,858.017,yeah,857.503061,857.949667,Five
101,VCVC,2.7830300000000534,1.0,863.756,864.979,Were you up at 3:30 what a stinker yeah yeah you were,859.819178,866.53903,Five
101,V,13.77188000000001,1.0,880.519,881.562,And then you were up at 5:30 but I did not get you at 5:30 you put your self back to sleep [kisses] I can kissy noises [kisses] is that what you were doing huh and then I got up at 6:30 for the day huh [baby name] get up at 6:30 for the day you are a sleepy girl huh is there something new and fun,868.481244,894.29088,Five
101,CV,1.128879999999981,1.0,893.162,893.317,And then you were up at 5:30 but I did not get you at 5:30 you put your self back to sleep [kisses] I can kissy noises [kisses] is that what you were doing huh and then I got up at 6:30 for the day huh [baby name] get up at 6:30 for the day you are a sleepy girl huh is there something new and fun,868.481244,894.29088,Five
101,V,0.5158800000000383,1.0,893.775,894.769,And then you were up at 5:30 but I did not get you at 5:30 you put your self back to sleep [kisses] I can kissy noises [kisses] is that what you were doing huh and then I got up at 6:30 for the day huh [baby name] get up at 6:30 for the day you are a sleepy girl huh is there something new and fun,868.481244,894.29088,Five
101,V,,0.0,974.272,974.477,,,,Five
101,V,3.319170000000099,1.0,1002.81,1003.058,[laughs] you going to face-plant can you take your sock off [sound effect],999.845537,1006.12917,Five
101,CVCV,,0.0,1008.821,1010.032,,,,Five
101,V,,0.0,1010.541,1012.316,,,,Five
101,V,,0.0,1012.826,1013.05,,,,Five
101,V,0.11380199999996421,1.0,1014.854,1016.021,What,1014.562741,1014.967802,Five
105,CV,2.944229,1.0,58.31,59.37,yeah does that ah rah rah does that get  in your mouth ,58.017416,61.254229,Five
105,V,,0.0,81.645,82.555,,,,Five
105,V,1.3590550000000121,1.0,89.615,89.865,hey what are you what are you doing zack,88.178626,90.974055,Five
105,V,2.925565000000006,1.0,103.595,103.915,look at this zack who is that who is that in the mirror,101.714388,106.520565,Five
105,V,,0.0,113.62,113.84,,,,Five
105,V,,0.0,129.05,130.53,,,,Five
105,V,2.853685999999982,1.0,131.425,132.555,what you tell mommy about it ,130.894746,134.278686,Five
105,V,,0.0,150.145,150.355,,,,Five
105,V,,0.0,163.585,165.485,,,,Five
105,V,,0.0,166.77,167.17,,,,Five
105,V,,0.0,178.105,178.925,,,,Five
105,V,,0.0,180.73,181.89,,,,Five
105,V,0.4100610000000131,1.0,209.1,209.82,doo,209.019635,209.510061,Five
105,V,,0.0,242.705,242.875,,,,Five
105,V,,0.0,244.205,244.615,,,,Five
105,V,,0.0,341.13,341.51,,,,Five
105,V,,0.0,492.69,492.87,,,,Five
105,V,,0.0,521.13,521.31,,,,Five
105,V,,0.0,529.705,531.565,,,,Five
105,V,,0.0,549.06,552.75,,,,Five
105,V,,0.0,553.975,554.535,,,,Five
105,VCV,,0.0,563.67,572.04,,,,Five
105,V,,0.0,574.64,575.0,,,,Five
105,V,,0.0,587.38,587.9,,,,Five
105,V,,0.0,600.23,600.36,,,,Five
105,V,,0.0,676.45,676.7,,,,Five
105,V,,0.0,705.205,705.485,,,,Five
105,V,,0.0,719.33,720.01,,,,Five
105,V,,0.0,721.125,722.265,,,,Five
105,V,,0.0,725.44,727.35,,,,Five
105,V,,0.0,757.227,758.311,,,,Five
105,V,,0.0,758.615,760.147,,,,Five
105,V,,0.0,760.678,761.721,,,,Five
105,VCV,0.5744549999999435,1.0,762.153,763.574,is that so ,761.874524,762.727455,Five
105,VCV,,0.0,763.921,764.485,,,,Five
105,V,7.078465999999935,1.0,843.32,846.32,do you want to play upsie daises [x2] one two upsie daisy  ah,842.851315,850.398466,Five
105,V,,0.0,867.45,867.63,,,,Five
106,V,3.555114000000003,1.0,413.849,414.089,What do you think of that ohh you on your tummy,412.79122,417.404114,Five
106,V,0.5781879999999546,1.0,421.874,422.084,ohh I cannot see you now,421.214346,422.452188,Five
106,V,,0.0,461.889,462.119,,,,Five
106,V,,0.0,492.414,493.984,,,,Five
106,V,,0.0,497.859,498.309,,,,Five
106,V,1.2721149999999852,1.0,506.214,506.654,Look what,505.271539,507.486115,Five
106,V,,0.0,525.414,526.284,,,,Five
106,V,,0.0,526.829,528.039,,,,Five
106,V,3.0632890000000543,1.0,530.814,531.234,[sound effect] what you trying to get this [sound effect],527.001464,533.877289,Five
106,V,,0.0,542.274,543.114,,,,Five
106,V,5.055413999999928,1.0,543.734,544.424,what what can you see this,543.412539,548.789414,Five
106,V,3.900413999999955,1.0,544.889,545.379,what what can you see this,543.412539,548.789414,Five
106,V,,0.0,550.054,550.294,,,,Five
106,V,,0.0,553.964,554.164,,,,Five
106,V,,0.0,559.794,560.054,,,,Five
106,V,,0.0,560.544,561.274,,,,Five
106,V,,0.0,647.459,647.849,,,,Five
106,V,,0.0,651.544,652.054,,,,Five
106,V,,0.0,681.099,681.649,,,,Five
106,V,,0.0,714.764,715.144,,,,Five
106,V,,0.0,715.914,716.384,,,,Five
106,V,2.901913000000036,1.0,719.959,721.239,I know we are back on our tummy again you do not want to be on your tummy do you can you flip,716.642692,722.860913,Five
106,V,0.3419129999999768,1.0,722.519,723.619,I know we are back on our tummy again you do not want to be on your tummy do you can you flip,716.642692,722.860913,Five
106,CV,,0.0,724.699,725.999,,,,Five
106,V,1.0819000000000187,1.0,728.239,729.209,can you flip back over not so much,725.810458,729.3209,Five
106,V,,0.0,734.583,736.566,,,,Five
106,V,1.607627999999977,1.0,743.283,743.642,You keep putting yourself back down there huh I know,739.871567,744.890628,Five
106,V,0.8916279999999688,1.0,743.999,744.299,You keep putting yourself back down there huh I know,739.871567,744.890628,Five
106,V,,0.0,750.535,751.027,,,,Five
106,V,,0.0,751.782,752.141,,,,Five
106,V,,0.0,756.427,756.677,,,,Five
106,V,,0.0,782.56,782.768,,,,Five
106,V,,0.0,809.457,810.198,,,,Five
106,V,,0.0,810.477,810.968,,,,Five
106,V,,0.0,826.297,827.097,,,,Five
106,V,,0.0,834.613,835.183,,,,Five
106,V,11.954376000000025,1.0,844.313,844.538,what are you doing what are you doing [singing],842.264291,856.267376,Five
106,V,,0.0,876.294,877.228,,,,Five
106,V,23.64699900000005,1.0,890.944,891.327,what [sound effects] I do not think it is going to reach your mouth not with that big diaper on no it is not not going to reach your mouth [sound effects] [laughs] funny [laughs] what [sound effects] is it funny yeah what [recasting] my goodness say oh my goodness got your toys in your mouth ah that is so silly [sound effects],880.9952,914.590999,Five
106,V,22.897999000000027,1.0,891.693,891.901,what [sound effects] I do not think it is going to reach your mouth not with that big diaper on no it is not not going to reach your mouth [sound effects] [laughs] funny [laughs] what [sound effects] is it funny yeah what [recasting] my goodness say oh my goodness got your toys in your mouth ah that is so silly [sound effects],880.9952,914.590999,Five
106,V,14.273999000000003,1.0,900.317,900.567,what [sound effects] I do not think it is going to reach your mouth not with that big diaper on no it is not not going to reach your mouth [sound effects] [laughs] funny [laughs] what [sound effects] is it funny yeah what [recasting] my goodness say oh my goodness got your toys in your mouth ah that is so silly [sound effects],880.9952,914.590999,Five
106,V,13.182998999999995,1.0,901.408,902.2,what [sound effects] I do not think it is going to reach your mouth not with that big diaper on no it is not not going to reach your mouth [sound effects] [laughs] funny [laughs] what [sound effects] is it funny yeah what [recasting] my goodness say oh my goodness got your toys in your mouth ah that is so silly [sound effects],880.9952,914.590999,Five
106,V,,0.0,918.39,919.307,,,,Five
106,V,,0.0,919.623,920.239,,,,Five
106,V,,0.0,925.55,926.667,,,,Five
106,V,13.67490799999996,1.0,930.721,931.063,are you talking hi hi you happy what that your [unintelligible] woah what [imitates baby],926.41819,944.395908,Five
106,V,7.363907999999924,1.0,937.032,938.799,are you talking hi hi you happy what that your [unintelligible] woah what [imitates baby],926.41819,944.395908,Five
106,V,5.239908000000014,1.0,939.156,940.723,are you talking hi hi you happy what that your [unintelligible] woah what [imitates baby],926.41819,944.395908,Five
106,VC,3.3319079999999985,1.0,941.064,942.889,are you talking hi hi you happy what that your [unintelligible] woah what [imitates baby],926.41819,944.395908,Five
106,V,1.1119079999999713,1.0,943.284,944.276,are you talking hi hi you happy what that your [unintelligible] woah what [imitates baby],926.41819,944.395908,Five
113,V,0.22118900000000075,1.0,8.7,10.14,oh look at that one,7.266252,8.921189,Five
113,V,,0.0,16.56,17.09,,,,Five
113,V,0.5170959999999987,1.0,21.385,21.895,and a crab,21.091866,21.902096,Five
113,V,,0.0,23.2,23.43,,,,Five
113,V,,0.0,27.66,28.34,,,,Five
113,V,,0.0,29.305,29.695,,,,Five
113,V,,0.0,30.65,35.46,,,,Five
113,V,,0.0,37.79,39.45,,,,Five
113,V,,0.0,40.525,43.875,,,,Five
113,V,,0.0,44.955,45.305,,,,Five
113,V,,0.0,48.065,49.615,,,,Five
113,V,,0.0,148.815,150.655,,,,Five
113,V,,0.0,168.37,169.18,,,,Five
113,V,,0.0,176.8,177.39,,,,Five
113,V,,0.0,188.3,194.18,,,,Five
113,V,,0.0,195.375,195.705,,,,Five
113,V,,0.0,198.695,199.475,,,,Five
113,V,,0.0,201.82,207.84,,,,Five
113,V,0.645118000000025,1.0,208.825,211.885,enough tummy time [x2],205.143149,209.470118,Five
113,V,1.5490329999999801,1.0,213.11,214.6,let us roll over this way,212.95238,214.659033,Five
113,V,,0.0,215.65,216.22,,,,Five
113,V,,0.0,218.58,223.4,,,,Five
113,V,,0.0,225.105,226.165,,,,Five
113,V,,0.0,228.22,233.97,,,,Five
113,V,,0.0,332.14,332.42,,,,Five
113,V,,0.0,334.56,334.85,,,,Five
113,V,,0.0,338.55,339.09,,,,Five
113,V,2.3635589999999524,1.0,343.725,349.805,that does not taste very good buhbuh no that is not milk,340.606583,346.088559,Five
113,CV,,0.0,357.245,359.455,,,,Five
113,V,1.7246470000000045,1.0,362.12,363.06,do you like chewing on that no no i do not like chewing on that ,361.638065,363.844647,Five
113,VCV,,0.0,366.005,371.325,,,,Five
113,V,,0.0,374.29,374.48,,,,Five
113,V,,0.0,376.27,376.64,,,,Five
113,CV,0.1671280000000479,1.0,377.71,378.36,see if you can pick this one,376.946226,377.877128,Five
113,V,,0.0,379.91,380.09,,,,Five
113,V,,0.0,389.395,391.105,,,,Five
113,V,,0.0,412.445,413.695,,,,Five
113,V,,0.0,458.23,460.24,,,,Five
113,V,,0.0,462.415,465.025,,,,Five
113,V,,0.0,466.07,466.83,,,,Five
113,V,,0.0,475.92,476.31,,,,Five
113,CV,,0.0,477.22,483.07,,,,Five
113,CV,,0.0,485.9,486.16,,,,Five
113,V,,0.0,487.76,489.31,,,,Five
113,V,0.4854879999999753,1.0,490.41,490.75,you like grabbing that one look at the colors,488.585473,490.895488,Five
113,V,,0.0,491.69,492.34,,,,Five
113,V,,0.0,496.031,504.171,,,,Five
113,V,,0.0,521.21,521.83,,,,Five
113,V,0.49572699999998804,1.0,549.15,549.47,yes good job woo woo woo ,540.578056,549.645727,Five
113,V,1.8274139999999761,1.0,577.09,577.35,you like this one look at all the colors,576.331576,578.917414,Five
113,VC,,0.0,586.38,586.97,,,,Five
113,CV,4.044764999999984,1.0,670.79,671.57,look at you standing up good job good job yes woah,665.801571,674.834765,Five
113,V,3.0715509999999995,1.0,682.21,682.84,let us see you have no played with this one yet look at this donut,681.868244,685.281551,Five
113,V,1.441551000000004,1.0,683.84,684.38,let us see you have no played with this one yet look at this donut,681.868244,685.281551,Five
113,V,0.963694999999916,1.0,715.21,716.87,who is that right there ,713.898158,716.173695,Five
113,V,0.9530629999999292,1.0,727.874,730.864,who is that,727.792727,728.827063,Five
113,V,,0.0,732.14,732.77,,,,Five
113,V,,0.0,737.08,737.21,,,,Five
113,CV,,0.0,738.79,741.08,,,,Five
113,V,,0.0,742.621,750.941,,,,Five
113,V,,0.0,756.07,756.48,,,,Five
113,VCV,5.920661999999993,1.0,759.315,763.195,yeah look at thse  yes you can take them off no,756.719635,765.235662,Five
113,V,,0.0,765.88,766.02,,,,Five
113,V,,0.0,768.51,768.68,,,,Five
113,V,,0.0,769.5,769.63,,,,Five
113,V,4.690359000000058,1.0,771.13,771.28, come hereoh sweetie what is what is wrong what is wrong ,769.752259,775.820359,Five
113,V,1.3703590000000077,1.0,774.45,774.83, come hereoh sweetie what is what is wrong what is wrong ,769.752259,775.820359,Five
113,V,,0.0,776.09,776.77,,,,Five
113,CV,,0.0,787.74,788.1,,,,Five
113,CVCV,,0.0,788.691,789.375,,,,Five
113,CV,,0.0,789.89,790.08,,,,Five
113,V,1.0985299999999825,1.0,814.13,814.43,look at this one look at the little dolls they are all diferent colors ,809.194908,815.22853,Five
113,V,1.780349000000001,1.0,817.62,817.83,and it makes noises to,817.538545,819.400349,Five
113,CV,,0.0,829.42,829.88,,,,Five
115,V,,0.0,265.26,265.58,,,,Five
115,V,,0.0,311.25,312.13,,,,Five
115,V,,0.0,324.43,324.8,,,,Five
115,V,,0.0,337.0,337.015,,,,Five
115,V,,0.0,337.015,337.525,,,,Five
115,V,,0.0,337.8,339.22,,,,Five
115,V,,0.0,353.29,354.03,,,,Five
115,V,,0.0,355.52,356.03,,,,Five
115,V,,0.0,358.47,359.54,,,,Five
115,V,,0.0,404.75,405.42,,,,Five
115,V,,0.0,421.368,422.155,,,,Five
115,V,,0.0,447.474,448.793,,,,Five
115,V,,0.0,456.496,457.439,,,,Five
115,V,,0.0,466.361,466.701,,,,Five
115,V,,0.0,476.432,476.659,,,,Five
115,V,,0.0,477.418,477.652,,,,Five
115,V,,0.0,622.957,623.325,,,,Five
115,V,,0.0,760.289,760.417,,,,Five
115,V,,0.0,769.943,770.141,,,,Five
118,V,1.4264519999999976,1.0,22.69,22.92,[name] stay there. What do you think. [gasp] hi.,19.738505,24.116452,Five
118,V,2.5065430000000006,1.0,36.31,37.44,Oh. Oh this is like your [unintelligible]. This is made out of something fun,32.777995,38.816543,Five
118,V,,0.0,39.765,40.055,,,,Five
118,V,,0.0,44.92,45.1,,,,Five
118,V,,0.0,46.575,46.815,,,,Five
118,V,,0.0,47.5,47.64,,,,Five
118,V,,0.0,48.985,49.125,,,,Five
118,V,,0.0,57.25,57.39,,,,Five
118,V,,0.0,69.885,70.035,,,,Five
118,V,1.125485999999995,1.0,71.205,71.375,Who is that baby?,71.198259,72.330486,Five
118,V,,0.0,88.325,88.475,,,,Five
118,V,,0.0,97.235,97.405,,,,Five
118,V,,0.0,115.505,115.655,,,,Five
118,V,,0.0,116.775,117.525,,,,Five
118,V,,0.0,123.955,124.095,,,,Five
118,V,1.9984350000000006,1.0,135.02,135.57,oh. You ok sweetie? You ok?,134.414311,137.018435,Five
118,V,,0.0,138.13,138.32,,,,Five
118,V,8.386629999999997,1.0,141.86,143.41,You ok. You ok? You sound like you got something down the wrong throat?  you ok. Ok what do you think?,139.094186,150.24663,Five
118,V,5.016630000000021,1.0,145.23,145.32,You ok. You ok? You sound like you got something down the wrong throat?  you ok. Ok what do you think?,139.094186,150.24663,Five
118,V,,0.0,152.76,152.94,,,,Five
118,V,,0.0,155.435,155.565,,,,Five
118,V,3.4732759999999985,1.0,157.605,157.805,ooh. Ooh dear. You are burpy today. You are mister burpy.,155.605842,161.078276,Five
118,V,,0.0,166.15,166.34,,,,Five
118,V,0.8089269999999829,1.0,172.12,172.33,"What is that, huh? That is new",171.607995,172.928927,Five
118,V,,0.0,174.39,174.95,,,,Five
118,V,,0.0,183.865,184.045,,,,Five
118,V,0.6027880000000039,1.0,194.66,194.92,That is two cubes,194.137904,195.262788,Five
118,V,,0.0,239.295,239.435,,,,Five
118,V,13.525408999999968,1.0,247.49,247.66," Yeah. Yeah. Now you have rolled over. Now you are on your tummy again. You are on your tummy and you sometimes get stuck here, even though you  know how to roll away, which I discovered last week. Oh my goodness ",244.566642,261.015409,Five
118,V,11.785408999999987,1.0,249.23,249.53," Yeah. Yeah. Now you have rolled over. Now you are on your tummy again. You are on your tummy and you sometimes get stuck here, even though you  know how to roll away, which I discovered last week. Oh my goodness ",244.566642,261.015409,Five
118,V,3.890408999999977,1.0,257.125,257.255," Yeah. Yeah. Now you have rolled over. Now you are on your tummy again. You are on your tummy and you sometimes get stuck here, even though you  know how to roll away, which I discovered last week. Oh my goodness ",244.566642,261.015409,Five
118,V,1.800409000000002,1.0,259.215,259.385," Yeah. Yeah. Now you have rolled over. Now you are on your tummy again. You are on your tummy and you sometimes get stuck here, even though you  know how to roll away, which I discovered last week. Oh my goodness ",244.566642,261.015409,Five
118,V,,0.0,262.595,262.765,,,,Five
118,V,,0.0,264.945,265.165,,,,Five
118,V,3.8883160000000316,1.0,269.14,269.37,"oh Ashwin, you are going to be crawling very soon. Oh my goodness look at you",266.448809,273.028316,Five
118,V,,0.0,276.57,276.79,,,,Five
118,V,,0.0,281.635,281.785,,,,Five
118,V,,0.0,283.885,284.095,,,,Five
118,V,,0.0,288.705,288.885,,,,Five
118,V,,0.0,293.97,294.76,,,,Five
118,V,,0.0,305.45,305.72,,,,Five
118,V,,0.0,306.1,306.19,,,,Five
118,V,,0.0,309.41,309.56,,,,Five
118,V,,0.0,315.4,315.68,,,,Five
118,V,4.708765999999969,1.0,320.425,320.605,"That is osmething different. Are you trying to work out how to get over here? Yeah, you rolled on to your back. Now you lean your back to front. ",317.620394,325.133766,Five
118,V,3.653765999999962,1.0,321.48,321.66,"That is osmething different. Are you trying to work out how to get over here? Yeah, you rolled on to your back. Now you lean your back to front. ",317.620394,325.133766,Five
118,V,,0.0,325.745,325.985,,,,Five
118,V,,0.0,329.6,329.97,,,,Five
118,V,,0.0,341.24,341.66,,,,Five
118,V,4.32923900000003,1.0,379.065,379.945,What do you think? Are you going to grab the ring or are you going after the cubes again? You interestedin the cubes again? ,376.114333,383.394239,Five
118,V,0.7842390000000137,1.0,382.61,383.17,What do you think? Are you going to grab the ring or are you going after the cubes again? You interestedin the cubes again? ,376.114333,383.394239,Five
118,V,3.854814000000033,1.0,390.385,390.515,What do you think Mr. Roly Poly? Mr. Roly Poly. My goodness. You are pivoting all over the place.,386.853786,394.239814,Five
118,V,3.0048140000000103,1.0,391.235,391.365,What do you think Mr. Roly Poly? Mr. Roly Poly. My goodness. You are pivoting all over the place.,386.853786,394.239814,Five
118,V,1.8048140000000217,1.0,392.435,392.605,What do you think Mr. Roly Poly? Mr. Roly Poly. My goodness. You are pivoting all over the place.,386.853786,394.239814,Five
118,V,,0.0,395.935,396.045,,,,Five
118,V,,0.0,397.985,398.115,,,,Five
118,V,,0.0,404.035,404.215,,,,Five
118,V,,0.0,406.79,407.05,,,,Five
118,V,,0.0,423.175,423.365,,,,Five
118,V,2.2654019999999946,1.0,425.445,425.625,What do you think? Are you going to go back to the mirror and see that little boy in there?,423.996164,427.710402,Five
118,V,0.3104020000000105,1.0,427.4,427.6,What do you think? Are you going to go back to the mirror and see that little boy in there?,423.996164,427.710402,Five
118,V,,0.0,428.555,428.735,,,,Five
118,V,,0.0,431.82,432.03,,,,Five
118,V,,0.0,434.58,434.71,,,,Five
118,V,,0.0,435.93,436.08,,,,Five
118,V,,0.0,438.39,438.53,,,,Five
118,V,,0.0,440.825,441.055,,,,Five
118,V,0.9100440000000276,1.0,446.645,447.525,"I cannot believe how much you are moving around, Benjamin.",445.262829,447.555044,Five
118,V,,0.0,448.71,448.84,,,,Five
118,V,9.210193000000004,1.0,450.57,450.74,uh oh. Are you getting a little tired of being on your tummy and trying to pull yourself around? It is exhausting. It is exhausting. You are working really hard.,449.465224,459.780193,Five
118,V,7.840192999999999,1.0,451.94,452.18,uh oh. Are you getting a little tired of being on your tummy and trying to pull yourself around? It is exhausting. It is exhausting. You are working really hard.,449.465224,459.780193,Five
118,V,1.4651929999999993,1.0,458.315,458.505,uh oh. Are you getting a little tired of being on your tummy and trying to pull yourself around? It is exhausting. It is exhausting. You are working really hard.,449.465224,459.780193,Five
118,V,,0.0,461.945,462.155,,,,Five
118,V,,0.0,464.315,464.455,,,,Five
118,V,,0.0,467.46,467.89,,,,Five
118,V,1.420045000000016,1.0,469.8,470.0,Oh my goodness that is rough. Oh dear.,467.739274,471.220045,Five
118,V,,0.0,478.845,479.065,,,,Five
118,V,6.311624000000052,1.0,579.88,580.04,What do you see? x3 Do you see the Winnie the Poo stickers on the wall? You looking at Big Bird? Oh oh. You looking at Piglet over there with a balloon and a butterfly?,569.615511,586.191624,Five
118,V,,0.0,590.885,591.175,,,,Five
118,V,,0.0,598.055,598.235,,,,Five
118,V,,0.0,621.59,621.89,,,,Five
118,V,,0.0,625.925,626.215,,,,Five
118,V,,0.0,631.005,631.465,,,,Five
118,V,,0.0,633.43,633.76,,,,Five
118,V,,0.0,635.13,635.66,,,,Five
118,V,,0.0,651.85,652.2,,,,Five
118,V,,0.0,661.42,661.75,,,,Five
118,V,,0.0,666.12,666.34,,,,Five
118,V,,0.0,668.075,668.355,,,,Five
118,V,,0.0,673.6,674.0,,,,Five
118,V,,0.0,685.065,686.595,,,,Five
118,V,,0.0,687.835,688.085,,,,Five
118,V,,0.0,691.405,691.965,,,,Five
118,V,0.0647719999999481,1.0,705.98,706.23,[sound effect],703.158278,706.044772,Five
118,V,,0.0,712.53,712.87,,,,Five
118,V,,0.0,716.695,717.325,,,,Five
118,V,2.7136930000000348,1.0,747.435,747.625,Do you like shaking that? That is an Icosahedron Benjamin. Does not quite look like it but that is an Icoshedron,743.760204,750.148693,Five
118,V,3.2389149999999063,1.0,816.695,817.015,Are you going to squish that? Can you squish it?,816.580489,819.933915,Five
118,V,,0.0,876.88,877.14,,,,Five
118,CV,,0.0,884.155,884.535,,,,Five
118,V,1.1692229999999881,1.0,897.74,899.7,What are you looking at? What is so fascinating?,896.808026,898.909223,Five
118,V,,0.0,900.855,901.145,,,,Five
118,V,,0.0,904.145,905.335,,,,Five
118,V,0.5879949999999781,1.0,906.535,907.055,Oh what is that?,905.89199,907.122995,Five
118,VC,,0.0,908.3,909.03,,,,Five
118,V,,0.0,913.67,914.68,,,,Five
118,V,0.5549100000000635,1.0,916.31,916.85,What is that?,916.206959,916.86491,Five
118,V,,0.0,917.47,918.72,,,,Five
4,V,,0.0,10.75,10.98,,,,Ten
4,V,,0.0,17.78,19.5,,,,Ten
4,V,,0.0,20.145,23.095,,,,Ten
4,CV,,0.0,26.615,26.955,,,,Ten
4,V,,0.0,27.89,28.39,,,,Ten
4,VCV,,0.0,32.895,33.395,,,,Ten
4,V,,0.0,33.75,33.93,,,,Ten
4,CVCV,,0.0,54.455,55.135,,,,Ten
4,V,,0.0,55.6,55.78,,,,Ten
4,CV,,0.0,70.405,70.615,,,,Ten
4,VCV,,0.0,74.135,74.535,,,,Ten
4,V,,0.0,75.71,75.85,,,,Ten
4,V,,0.0,112.815,113.085,,,,Ten
4,CV,,0.0,117.185,117.415,,,,Ten
4,CV,,0.0,118.515,119.065,,,,Ten
4,V,,0.0,124.74,125.05,,,,Ten
4,V,,0.0,143.34,143.56,,,,Ten
4,CVCV,,0.0,147.825,148.435,,,,Ten
4,V,,0.0,161.735,164.855,,,,Ten
4,V,,0.0,165.65,166.17,,,,Ten
4,V,,0.0,183.055,183.185,,,,Ten
4,V,,0.0,186.855,187.125,,,,Ten
4,CV,,0.0,190.915,190.995,,,,Ten
